Call Number;Digitized by;Annotations 1: Named entities, dates, layout;Normalized date attributes (yyyy-mm-dd);Annotations 2: Sources of information;Annotations 3: Attribution;Place topic;Author;Short title;Full Provenance
1796_Purm_Louw_01;Volunteers;Yes;Yes;Yes;;Purmerend;Louwen, Albert Pieterszoon;Kronijk der stad Purmerende bevattende der selver opkomste en voortgang, in handschrift door Albert Pietersz. Louwen, 18e eeuw, deel 1;Louwen, Albert Pietersz. ‘Kronijk der stad Purmerende bevattende der selver opkomste en voortgang, in handschrift door Albert Pietersz. Louwen, 18e eeuw, deel 1’. Purmerend, 1766. 143 Louwen, A. Pietersz., Collectie van inv. nr. 18. Noord Hollands Archief Haarlem. https://hdl.handle.net/21.12102/16176A27A0EE443CA82AB71FC2EFE67B.
1796_Purm_Louw_02;Volunteers;Yes;Yes;Yes;;Purmerend;Louwen, Albert Pieterszoon;Kronijk der stad Purmerende bevattende der selver opkomste en voortgang, in handschrift door Albert Pietersz. Louwen, 18e eeuw, deel 2, eerste gedeelte;Louwen, Albert Pietersz. ‘Kronijk der stad Purmerende bevattende der selver opkomste en voortgang, in handschrift door Albert Pietersz. Louwen, 18e eeuw, deel 2, eerste gedeelte’. Purmerend, 1774. 143 Louwen, A. Pietersz., Collectie van inv. nr. 19. Noord Hollands Archief Haarlem.
1796_Purm_Louw_03;Volunteers;Yes;Yes;Yes;;Purmerend;Louwen, Albert Pieterszoon;Kronijk der stad Purmerende bevattende der selver opkomste en voortgang, in handschrift door Albert Pietersz. Louwen, 18e eeuw, deel 2, tweede gedeelte;Louwen, Albert Pietersz. ‘Kronijk der stad Purmerende bevattende der selver opkomste en voortgang, in handschrift door Albert Pietersz. Louwen, 18e eeuw, deel 2, tweede gedeelte’. Purmerend, 1780. 143 Louwen, A. Pietersz., Collectie van inv. nr. 20. Noord Hollands Archief Haarlem.
1796_Purm_Louw_04;Volunteers;Yes;Yes;Yes;;Purmerend;Louwen, Albert Pieterszoon;Kronijk der stad Purmerende bevattende der selver opkomste en voortgang, in handschrift door Albert Pietersz. Louwen, 18e eeuw, deel 3, eerste gedeelte;Louwen, Albert Pietersz. ‘Kronijk der stad Purmerende bevattende der selver opkomste en voortgang, in handschrift door Albert Pietersz. Louwen, 18e eeuw, deel 3, eerste gedeelte’. Purmerend, 1788. 143 Louwen, A. Pietersz., Collectie van inv. nr. 21. Noord Hollands Archief Haarlem.
1796_Purm_Louw_05;Volunteers;Yes;Yes;Yes;;Purmerend;Louwen, Albert Pieterszoon;Kronijk der stad Purmerende bevattende der selver opkomste en voortgang, in handschrift door Albert Pietersz. Louwen, 18e eeuw, deel 3, tweede gedeelte;Louwen, Albert Pietersz. ‘Kronijk der stad Purmerende bevattende der selver opkomste en voortgang, in handschrift door Albert Pietersz. Louwen, 18e eeuw, deel 3, tweede gedeelte’. Purmerend, 1796. 143 Louwen, A. Pietersz., Collectie van inv. nr. 22. Noord Hollands Archief Haarlem.
1797_Alkm_Anon;DBNL;Yes;Yes;Yes;;Alkmaar;Panders, Jan  van;Kroniek van Alkmaar in de Bataafs-Franse tijd, 1787-1797;Panders, Jan van. “Kroniek van Alkmaar in de Bataafs-Franse Tijd, 1787-1797.” Translated by Trans. Alkmaar, 1797. Archief van de stad Alkmaar, 1254 (1325) - 1815 (1816), inventarisnummer 1838. Regionaal Archief Alkmaar. https://dbnl.nl/tekst/pand004kron01_01/.
1797_Brst_Mori;Volunteers;Yes;Yes;No;;Brustem;Moriëns, Egidius;Afschrift van de kroniek van Brustem door Egidius Moriëns. 1792-1797.;Moriëns, Egidius. “Afschrift van de Kroniek van Brustem Door Egidius Moriëns. 1792-1797.,” 1797. Parochie Brustem 2090 inv. nr. 1. Rijksarchief Hasselt. https://search.arch.be/nl/zoeken-naar-archieven/zoekresultaat/inventaris/index/zoekterm/kroniek/eadid/BE-A0515_110882_109609_DUT/inventarisnr/I1108821096091/level/file#c:0.c:0.
1798_Brus_Anon;Volunteers;No;No;No;;Brussel;Anoniem;Opmerkingen van eenige zaeken in de stad Brussel voorgevallen;Anoniem. ‘Opmerkingen van eenige zaeken in de stad Brussel voorgevallen’. Brussel, 1789. ASB Archives historiques, Registre 3106. Stadsarchief Brussel.
1799_Roer_Schr;DBNL;No;No;No;;Roermond;Schreurs, Pieter Hendrik;Kronijk van Pieter Hendrik Schreurs. 1794-1799;Schreurs, Pieter Hendrik. “Kronijk van Pieter Hendrik Schreurs. 1794-1799.” Edited by Jos Habets. Publications de La Société Archéologique de Limbourg 5 (1868): 285–303.
1800_Brug_Wall_01;DBNL;Yes;Yes;Part;;Brugge;Walleghem, Jozef  Van;Merckenweerdigste voorvallen en Daegelijcksche gevallen Brugge 1779;Van Walleghem, Jozef. Merckenweerdigste voorvallen en Daegelijcksche gevallen Brugge 1779. Edited by Yvan Van den Berghe and Martine Secelle. Brugge: Gemeentebestuur, 1779. http://www.dbnl.org/auteurs/auteur.php?id=wall076.
1800_Brug_Wall_02;DBNL;Yes;Yes;Part;;Brugge;Walleghem, Jozef  Van;Merckenweerdigste voorvallen en Daegelijcksche gevallen Brugge 1780;Van Walleghem, Jozef. Merckenweerdigste voorvallen en Daegelijcksche gevallen Brugge 1780. Edited by Yvan Van den Berghe and Martine Secelle. Brugge: Gemeentebestuur, 1780. http://www.dbnl.org/auteurs/auteur.php?id=wall076.
1800_Brug_Wall_03;DBNL;Yes;Yes;Part;;Brugge;Walleghem, Jozef  Van;Merckenweerdigste voorvallen en Daegelijcksche gevallen Brugge 1787;Van Walleghem, Jozef. Merckenweerdigste voorvallen en Daegelijcksche gevallen Brugge 1787. Edited by Yvan Van den Berghe and Martine Secelle. Brugge: Gemeentebestuur, 1787. http://www.dbnl.org/auteurs/auteur.php?id=wall076.
1800_Brug_Wall_04;DBNL;Yes;Yes;Part;;Brugge;Walleghem, Jozef  Van;Merckenweerdigste voorvallen en Daegelijcksche gevallen Brugge 1788;Van Walleghem, Jozef. Merckenweerdigste voorvallen en Daegelijcksche gevallen Brugge 1788. Edited by Yvan Van den Berghe and Martine Secelle. Brugge: Gemeentebestuur, 1788. http://www.dbnl.org/auteurs/auteur.php?id=wall076.
1800_Brug_Wall_05;DBNL;Yes;Yes;Part;;Brugge;Walleghem, Jozef  Van;Merckenweerdigste voorvallen en Daegelijcksche gevallen Brugge 1789;Van Walleghem, Jozef. Merckenweerdigste voorvallen en Daegelijcksche gevallen Brugge 1789. Edited by Yvan Van den Berghe and Martine Secelle. Brugge: Gemeentebestuur, 1789. http://www.dbnl.org/auteurs/auteur.php?id=wall076.
1800_Brug_Wall_06;DBNL;Yes;Yes;No;;Brugge;Walleghem, Jozef  Van;Merckenweerdigste voorvallen en Daegelijcksche gevallen Brugge 1790;Van Walleghem, Jozef. Merckenweerdigste voorvallen en Daegelijcksche gevallen Brugge 1790. Edited by Yvan Van den Berghe and Martine Secelle. Brugge: Gemeentebestuur, 1790. http://www.dbnl.org/auteurs/auteur.php?id=wall076.
1800_Brug_Wall_07;DBNL;Yes;Yes;No;;Brugge;Walleghem, Jozef  Van;Merckenweerdigste voorvallen en Daegelijcksche gevallen Brugge 1792;Van Walleghem, Jozef. Merckenweerdigste voorvallen en Daegelijcksche gevallen Brugge 1792. Edited by Yvan Van den Berghe and Martine Secelle. Brugge: Gemeentebestuur, 1792. http://www.dbnl.org/auteurs/auteur.php?id=wall076.
1800_Brug_Wall_08;DBNL;No;No;No;;Brugge;Walleghem, Jozef  Van;Merckenweerdigste voorvallen en Daegelijcksche gevallen Brugge 1794;Van Walleghem, Jozef. Merckenweerdigste voorvallen en Daegelijcksche gevallen Brugge 1794. Edited by Yvan Van den Berghe and Martine Secelle. Brugge: Gemeentebestuur, 1794. http://www.dbnl.org/auteurs/auteur.php?id=wall076.
1800_Brug_Wall_09;DBNL;Yes;Yes;No;;Brugge;Walleghem, Jozef  Van;Merckenweerdigste voorvallen en Daegelijcksche gevallen Brugge 1796;Van Walleghem, Jozef. Merckenweerdigste voorvallen en Daegelijcksche gevallen Brugge 1796. Edited by Yvan Van den Berghe and Martine Secelle. Brugge: Gemeentebestuur, 1796. http://www.dbnl.org/auteurs/auteur.php?id=wall076.
1800_Brug_Wall_10;DBNL;No;Yes;No;;Brugge;Walleghem, Jozef  Van;Merckenweerdigste voorvallen en Daegelijcksche gevallen Brugge 1797;Van Walleghem, Jozef. Merckenweerdigste voorvallen en Daegelijcksche gevallen Brugge 1797. Edited by Yvan Van den Berghe and Martine Secelle. Brugge: Gemeentebestuur, 1797. http://www.dbnl.org/auteurs/auteur.php?id=wall076.
1800_Brug_Wall_11;DBNL;No;Yes;No;;Brugge;Walleghem, Jozef  Van;Merckenweerdigste voorvallen en Daegelijcksche gevallen Brugge 1798;Van Walleghem, Jozef. Merckenweerdigste voorvallen en Daegelijcksche gevallen Brugge 1798. Edited by Yvan Van den Berghe and Martine Secelle. Brugge: Gemeentebestuur, 1798. http://www.dbnl.org/auteurs/auteur.php?id=wall076.
1800_Brug_Wall_12;DBNL;No;Yes;No;;Brugge;Walleghem, Jozef  Van;Merckenweerdigste voorvallen en Daegelijcksche gevallen Brugge 1799;Van Walleghem, Jozef. Merckenweerdigste voorvallen en Daegelijcksche gevallen Brugge 1799. Edited by Yvan Van den Berghe and Martine Secelle. Brugge: Gemeentebestuur, 1799. http://www.dbnl.org/auteurs/auteur.php?id=wall076.
1800_Brug_Wall_13;DBNL;No;No;No;;Brugge;Walleghem, Jozef  Van;Merckenweerdigste voorvallen en Daegelijcksche gevallen Brugge 1800;Van Walleghem, Jozef. Merckenweerdigste voorvallen en Daegelijcksche gevallen Brugge 1800. Edited by Yvan Van den Berghe and Martine Secelle. Brugge: Gemeentebestuur, 1800. http://www.dbnl.org/auteurs/auteur.php?id=wall076.
1800_Zier_Reij;DBNL;Yes;Yes;No;;Zierikzee;Reijnierse, Luc;Dagboek van politieke gebeurtenissen te Zierikzee door Luc. Reynierse, met stamlijst van het Huis van Oranje-Nassau, met latere aanvullingen. 1787-1800;Reijnierse, Luc. ‘Dagboek van politieke gebeurtenissen te Zierikzee door Luc. Reynierse, met stamlijst van het Huis van Oranje-Nassau, met latere aanvullingen. 1787-1800’. Zierikzee, 1851. 5489 Handschriften Schouwen Duiveland, inv.nr. 165. Gemeentearchief Schouwen-Duiveland. https://hdl.handle.net/21.12113/952C3E50AA2D439FBFA38439C24B8995.
1801_Hilv_Jage;DBNL;No;No;No;;Hilversum;Jager, Cornelis Hendrikszoon de;Dorpskroniek van een Hilversumse oud-katholiek uit de achttiende eeuw;Jager, Cornelis Hendriksz Dirksz de. Dorpskroniek van Een Hilversumse Oud-Katholiek Uit de Achttiende Eeuw. Edited by Martinus Franciscus Georgius Parmentier. De Geschiedenis van Hilversum, ISSN 0929-9815 6. Hilversum: Verloren, 1989.
1801_Huis_Anon;DBNL;Yes;Yes;Part;;Huissen;Anoniem;Kroniek van het Sint-Elisabethsconvent te Huissen (1667-1752 en 1782-1801);Anoniem. “Kroniek van Het Sint-Elisabethsconvent Te Huissen (1667-1752 En 1782-1801).” Translated by Historische Kring Huessen. Huissen, 1801. 0566 - 33, H.K.H. - Documentatiecentrum VIIa6. Gelders Archief. https://dbnl.nl/tekst/_kro009kron01_01/.
1802_Brus_Anon;DBNL;Yes;Yes;No;;Brussel;Anoniem,;Chronyken der principaelste geschiedenissen, voorgevallen tenteyde der fransche republieq;Anoniem. ‘Chronyken der principaelste geschiedenissen, voorgevallen tenteyde der fransche republieq’. Brussel, 1802. Hs 5881. KB Brussel.
1802_Roer_Rama;DBNL;No;No;No;;Roermond;Ramaekers,;Uittreksel uit de chronijk van den zoldermeester Ramaekers. 1781-1802.;Ramaekers, [Zoldermeester]. “Uittreksel Uit de Chronijk van Den Zoldermeester Ramaekers. 1781-1802.” Edited by Jos Habets. Publications de La Société Archéologique de Limbourg 5 (1868): 303–8.
1802_Venl_Post;DBNL;Yes;Yes;Part;;Venlo;Postel, Johannes Chrysostomus  van;Het dagboek of De kroniek door Pastoor J(oannes) C(hrysostomus) van Postel.;"Postel, Johannes Chrysostomus van. Het dagboek of De kroniek door Pastoor J(oannes) C(hrysostomus) van Postel. Edited by Henri H.H. Uyttenbroeck. Bijdragen tot de geschiedenis van Venlo ; 3. Venlo: Uyttenbroeck, 1912. http://www.dbnl.org/tekst/post038dagb02_01/colofon.php."
1802_Weer_Goof;DBNL;No;No;No;;Weert;Goofers, Lambertus;Chroniek der stad Weert van 1784 tot 1802, geschreven door den ooggetuige Lambertus Goofers;Goofers, Lambertus. Chroniek Der Stad Weert van 1784 Tot 1802, Geschreven Door Den Ooggetuige Lambertus Goofers / Bezorgd Door Jos. Habets. Edited by Jos Habets. Overdruk uit Publications...Limbourg 25 (1888). Weert, 2004. https://www.dbnl.org/tekst/goof002chro01_01/.
1805_Haar_Vinn;Volunteers;Yes;Yes;Yes;;Haarlem;Vincent Jansz van der Vinne;Aantekeningen van aanmerkelijke gebeurtenissen te Haarlem ;Vinne, Vincent Janszoon van der, and Vincent Laurensz van der Vinne. “Aantekeningen van Aanmerkelijke Gebeurtenissen Te Haarlem Waarbij Gevoegt Zijn, Eenige Door V.L. van Der Vinne Nagelaate.” Haarlem, 1805. Bibliotheek 3000-13249. Noord Hollands Archief Haarlem. http://noord-hollandsarchief.nl/bronnen/archieven?mivast=236&mizig=383&miadt=236&miaet=14&micode=3000&minr=4216485&miview=ldt.
1806_Rott_Beef;DBNL;Yes;No;No;;Rotterdam;Beeftingh, Josua  van;Een Rotterdamsch Gedenkschrift uit den patriottentijd en de dagen der revolutie;Beeftingh, Josua van. ‘Een Rotterdamsch Gedenkschrift uit den patriottentijd en de dagen der revolutie’. Bijdragen en Mededelingen van het Historisch Genootschap 31, nr. Lintum, C. te (1910): 97-231.
1807_Enkh_Hoog;DBNL;No;No;No;;Enkhuizen;Hoogland, Luijt;Chronologische aanteekeningen, betrekkelijk de stad Enkhuizen, van 1732 tot 1807;Hoogland, Luijt. Chronologische Aanteekeningen, Betrekkelijk de Stad Enkhuizen, van 1732 Tot 1807, Uit Het Dagboek van Luijt Hoogland, Gewoond Hebbend En Overleden Te Enkhuizen. Edited by K.E. Koeman. Paludanus Reeks, ISSN 0167-3645 1. Enkhuizen: Stolphoeve-pers, 1980.
1807_Leuv_Pelc_01;Volunteers;Yes;Yes;Part;;Leuven;Pelckmans, Michael Frans Hendrizkszoon;Lovens chronycksken 1747-1807, deel 1;"Pelckmans, M. F. Hendrizkszoon. ‘Lovens chronycksken 1747-1807, deel 1’. Leuven, 1807. Oud Archief Ms 57. Stadsarchief Leuven. http://archiefbankleuven.be/index.php/lovens-chronycksken-behelzende-de-bezonderste-geschiedenissen-zoo-binnen-loven-als-elders-voorgevallen-beginnende-met-het-jaer-1746-tot-het-jaer-18-07-door-m-f-p-hendrickszoon-michael-franciscus-pelckmans;isad."
1807_Leuv_Pelc_02;Volunteers;Yes;Yes;Yes;;Leuven;Pelckmans, Michael Frans Hendrizkszoon;Lovens chronycksken 1747-1807, deel 2;"Pelckmans, M. F. Hendrizkszoon. ‘Lovens chronycksken 1747-1807, deel 2’. Leuven, 1787. Oud Archief Ms 58. Stadsarchief Leuven. http://archiefbankleuven.be/index.php/lovens-chronycksken-behelzende-de-bezonderste-geschiedenissen-zoo-binnen-loven-als-elders-voorgevallen-beginnende-met-het-jaer-1746-tot-het-jaer-18-07-door-m-f-p-hendrickszoon-michael-franciscus-pelckmans-2;isad."
1807_Leuv_Pelc_03;Volunteers;No;Yes;No;;Leuven;Pelckmans, Michael Frans Hendrizkszoon;Lovens chronycksken 1747-1807, deel 3;"Pelckmans, M. F. Hendrizkszoon. ‘Lovens chronycksken 1747-1807’. Leuven, 1807. Oud Archief Ms 59. Stadsarchief Leuven. http://archiefbankleuven.be/index.php/lovens-chronycksken-behelzende-de-bezonderste-geschiedenissen-zoo-binnen-loven-als-elders-voorgevallen-beginnende-met-het-jaer-1746-tot-het-jaer-18-07-door-m-f-p-hendrickszoon-michael-franciscus-pelckmans-3;isad."
1807_Leuv_Pelc_04;Volunteers;No;Yes;No;;Leuven;Pelckmans, Michael Frans Hendrizkszoon;Lovens chronycksken 1747-1807, deel 4;"Pelckmans, M. F. Hendrizkszoon. ‘Lovens chronycksken 1747-1807’. Leuven, 1807. Oud Archief Ms 60. Stadsarchief Leuven. http://archiefbankleuven.be/index.php/lovens-chronycksken-behelzende-de-bezonderste-geschiedenissen-zoo-binnen-loven-als-elders-voorgevallen-beginnende-met-het-jaer-1746-tot-het-jaer-18-07-door-m-f-p-hendrickszoon-michael-franciscus-pelckmans-4;isad."
1807_Leuv_Pelc_05;Volunteers;Yes;No;No;;Leuven;Pelckmans, Michael Frans Hendrizkszoon;Lovens chronycksken 1747-1807, deel 5;"Pelckmans, M. F. Hendrizkszoon. ‘Lovens chronycksken 1747-1807’. Leuven, 1807. Oud Archief Ms 61. Stadsarchief Leuven. http://archiefbankleuven.be/index.php/lovens-chronycksken-behelzende-de-bezonderste-geschiedenissen-zoo-binnen-loven-als-elders-voorgevallen-beginnende-met-het-jaer-1746-tot-het-jaer-18-07-door-m-f-p-hendrickszoon-michael-franciscus-pelckmans-5;isad."
1807_Leuv_Pelc_06;Volunteers;Yes;No;No;;Leuven;Pelckmans, Michael Frans Hendrizkszoon;Lovens chronycksken 1747-1807, deel 6;"Pelckmans, M. F. Hendrizkszoon. ‘Lovens chronycksken 1747-1807’. Leuven, 1807. Oud Archief Ms 62. Stadsarchief Leuven. http://archiefbankleuven.be/index.php/lovens-chronycksken-behelzende-de-bezonderste-geschiedenissen-zoo-binnen-loven-als-elders-voorgevallen-beginnende-met-het-jaer-1746-tot-het-jaer-18-07-door-m-f-p-hendrickszoon-michael-franciscus-pelckmans-6;isad."
1807_Leuv_Pelc_07;Volunteers;No;No;No;;Leuven;Pelckmans, Michael Frans Hendrizkszoon;Lovens chronycksken 1747-1807, deel 7;"Pelckmans, M. F. Hendrizkszoon. ‘Lovens chronycksken 1747-1807’. Leuven, 1807. Oud Archief Ms 63. Stadsarchief Leuven. http://archiefbankleuven.be/index.php/lovens-chronycksken-behelzende-de-bezonderste-geschiedenissen-zoo-binnen-loven-als-elders-voorgevallen-beginnende-met-het-jaer-1746-tot-het-jaer-18-07-door-m-f-p-hendrickszoon-michael-franciscus-pelckmans-7;isad."
1807_Leuv_Pelc_08;Volunteers;No;No;No;;Leuven;Pelckmans, Michael Frans Hendrizkszoon;Lovens chronycksken 1747-1807, deel 8;"Pelckmans, M. F. Hendrizkszoon. ‘Lovens chronycksken 1747-1807’. Leuven, 1807. Oud Archief Ms 64. Stadsarchief Leuven. http://archiefbankleuven.be/index.php/lovens-chronycksken-behelzende-de-bezonderste-geschiedenissen-zoo-binnen-loven-als-elders-voorgevallen-beginnende-met-het-jaer-1746-tot-het-jaer-18-07-door-m-f-p-hendrickszoon-michael-franciscus-pelckmans-8;isad."
1807_Leuv_Pelc_09;Volunteers;No;No;No;;Leuven;Pelckmans, Michael Frans Hendrizkszoon;Lovens chronycksken 1747-1807, deel 9;"Pelckmans, M. F. Hendrizkszoon. ‘Lovens chronycksken 1747-1807’. Leuven, 1807. Oud Archief Ms 65. Stadsarchief Leuven. http://archiefbankleuven.be/index.php/lovens-chronycksken-behelzende-de-bezonderste-geschiedenissen-zoo-binnen-loven-als-elders-voorgevallen-beginnende-met-het-jaer-1746-tot-het-jaer-18-07-door-m-f-p-hendrickszoon-michael-franciscus-pelckmans-9;isad."
1807_Leuv_Pelc_10;Volunteers;Yes;No;No;;Leuven;Pelckmans, Michael Frans Hendrizkszoon;Lovens chronycksken 1747-1807, deel 10;"Pelckmans, M. F. Hendrizkszoon. ‘Lovens chronycksken 1747-1807’. Leuven, 1807. Oud Archief Ms 66. Stadsarchief Leuven. http://archiefbankleuven.be/index.php/lovens-chronycksken-behelzende-de-bezonderste-geschiedenissen-zoo-binnen-loven-als-elders-voorgevallen-beginnende-met-het-jaer-1746-tot-het-jaer-18-07-door-m-f-p-hendrickszoon-michael-franciscus-pelckmans-10;isad."
1807_Leuv_Pelc_11;Volunteers;Yes;No;No;;Leuven;Pelckmans, Michael Frans Hendrizkszoon;Lovens chronycksken 1747-1807, deel 11;"Pelckmans, M. F. Hendrizkszoon. ‘Lovens chronycksken 1747-1807'. Leuven, 1807. Oud Archief Ms 67. Stadsarchief Leuven. http://archiefbankleuven.be/index.php/lovens-chronycksken-behelzende-de-bezonderste-geschiedenissen-zoo-binnen-loven-als-elders-voorgevallen-beginnende-met-het-jaer-1746-tot-het-jaer-18-07-door-m-f-p-hendrickszoon-michael-franciscus-pelckmans-11;isad."
1807_Leuv_Pelc_12;Volunteers;Yes;No;No;;Leuven;Pelckmans, Michael Frans Hendrizkszoon;Lovens chronycksken 1747-1807, deel 12;"Pelckmans, M. F. Hendrizkszoon. ‘Lovens chronycksken 1747-1807’. Leuven, 1807. Oud Archief Ms 68. Stadsarchief Leuven. http://archiefbankleuven.be/index.php/lovens-chronycksken-behelzende-de-bezonderste-geschiedenissen-zoo-binnen-loven-als-elders-voorgevallen-beginnende-met-het-jaer-1746-tot-het-jaer-18-07-door-m-f-p-hendrickszoon-michael-franciscus-pelckmans-12;isad."
1807_Leuv_Pelc_13;Volunteers;No;No;No;;Leuven;Pelckmans, Michael Frans Hendrizkszoon;Lovens chronycksken 1747-1807, deel 13;"Pelckmans, M. F. Hendrizkszoon. ‘Lovens chronycksken 1747-1807’. Leuven, 1807. Oud Archief Ms 69. Stadsarchief Leuven. http://archiefbankleuven.be/index.php/lovens-chronycksken-behelzende-de-bezonderste-geschiedenissen-zoo-binnen-loven-als-elders-voorgevallen-beginnende-met-het-jaer-1746-tot-het-jaer-18-07-door-m-f-p-hendrickszoon-michael-franciscus-pelckmans-13;isad."
1807_Leuv_Pelc_14;Volunteers;No;No;No;;Leuven;Pelckmans, Michael Frans Hendrizkszoon;Lovens chronycksken 1747-1807, deel 14;"Pelckmans, M. F. Hendrizkszoon. ‘Lovens chronycksken 1747-1807’. Leuven, 1807. Oud Archief Ms 70. Stadsarchief Leuven. http://archiefbankleuven.be/index.php/lovens-chronycksken-behelzende-de-bezonderste-geschiedenissen-zoo-binnen-loven-als-elders-voorgevallen-beginnende-met-het-jaer-1746-tot-het-jaer-18-07-door-m-f-p-hendrickszoon-michael-franciscus-pelckmans-14;isad."
1807_Leuv_Pelc_15;Volunteers;No;No;No;;Leuven;Pelckmans, Michael Frans Hendrizkszoon;Lovens chronycksken 1747-1807, deel 15;"Pelckmans, M. F. Hendrizkszoon. ‘Lovens chronycksken 1747-1807’. Leuven, 1807. Oud Archief Ms 71. Stadsarchief Leuven. http://archiefbankleuven.be/index.php/lovens-chronycksken-behelzende-de-bezonderste-geschiedenissen-zoo-binnen-loven-als-elders-voorgevallen-beginnende-met-het-jaer-1746-tot-het-jaer-18-07-door-m-f-p-hendrickszoon-michael-franciscus-pelckmans-15;isad."
1808_Gent_Quic;Volunteers;Yes;Yes;Part;;Gent;Quickenborne, François Xavier  Van;Beschryvinge van het merkweerdigste dat voorgevallen is binnen en omtrent Gend, beginnende met 't jaer beginnende met 't jaer 1787;Quickenborne, François Xavier van. “Beschryvinge van Het Merkweerdigste Dat Voorgevallen Is Binnen En Omtrent Gend, Beginnende Met ’t Jaer Beginnende Met ’t Jaer 1787.” Gent, 1808. BIB.G.006074. UB Gent. https://lib.ugent.be/nl/catalog/rug01:001698821?i=0&q=beschrijvinge+van+het+merkweerdigste.
1808_Stee_Verv;Volunteers;No;No;No;;Steenvoorde;Vervot, G.A.;Register betreffende genealogische inlichtingen over de familie Vervot, wetenschappelijke verhandelingen, historische notities en een gelijktijdige kroniek van gebeurtenissen 1783-1808;Vervot, G.A. “Register betreffende genealogische inlichtingen over de familie Vervot, wetenschappelijke verhandelingen, historische notities en een gelijktijdige kroniek van gebeurtenissen, geschreven, door G.A. Vervot, uit Steenvoorde, voor zijn kinderen. 1783-1808.” 1. Steenvoorde, 1808. Verzameling aanwinsten 1550-1980 Inv 121-1173. Rijksarchief te Brugge.
1813_Haag_Baak;Volunteers;Yes;Yes;Yes;;Den Haag;Baake, Nicolaas Johannes;Journaal van 1802 tot 1813 door N.J. Baake;Baake, Nicolaas Johannes. “Journaal van 1802 tot 1813 door N.J. Baake.” 1. Den Haag, 1813. Ov.Verz. H s. 373. Gemeentearchief van ’s-Gravenhage.
1813_Zaan_Dekk;Volunteers;Yes;Yes;Part;;Zaandam;Dekker, Cornelis Kartensz.;Aantekeningen in chronologische volgorde, bijgehouden tot 1813;"Dekker, Cornelis Kartensz. ‘Aantekeningen in chronologische volgorde, bijgehouden tot 1813; geslachtsregister van de nakomelingen van Karte Cornelisz. Dekker (1813)’. Zaandam, 1813. Bibl. 8G18 (16153). GA Zaanstad. https://hdl.handle.net/21.12112/13D89927F31E4645B8974A6E10BA25CF."
1814_Koog_Boov;Volunteers;Yes;Yes;No;;Koog aan de Zaan;Booven, Cornelis van en Helena Jacobs Pergu ;"Journaal; gehouden van 1795-1814 door Cornelis van Booven en Helena Jacobs Pergu";"Booven, Cornelis van, en Helena Jacobs Pergu. ‘Journaal; gehouden van 1795-1814 door Cornelis van Booven en Helena Jacobs Pergu’. Koog aan de Zaan, 1814. Bibliotheekcatalogus Zaanstad (2053), bibl. 00.825. GA Zaanstad. https://hdl.handle.net/21.12112/B916B19D72E74479BCC7AA18E383D522."
1814_Leeu_Stor;DBNL;Yes;Yes;Yes;;Leeuwarden;Storm, Roelof;Dagboeken van Roelof Storm;Storm, Roelof. ‘Dagboeken van Roelof Storm’. Leeuwarden, 1779, 1795-1796 en 1813-1814 1774. DBNL. https://historischcentrumleeuwarden.nl/images/pdf/Roelof_Storm.pdf.
1814_Twis_Kamp;Volunteers;Yes;Yes;Yes;;Twisk;Kamp, Pieter Klaasen;Dagboek van Pieter Klaasen Kamp te Twisk, 1800-1814;Kamp, Pieter Klaasen. ‘Dagboek van Pieter Klaasen Kamp te Twisk, 1800-1814’. 1. Twisk (Medemblik), 1814. Collectie handschriften en losse archivalia, nummer toegang 0216, inventarisnummer 56. West-Fries Archief. https://hdl.handle.net/21.12114/74ED73B77E07458FA327E35566C1B581.
1814_Worm_Ding;Volunteers;Yes;Yes;Yes;;Wormerveer;Dingenom, Pieter Cornelis;"Aantekeningen over het beroepen van predikanten en schoolmeesters te Wormerveer: over den winter van 1740; het bezoek van keizer Alexander van Rusland te Zaandam, enz.";"Dingenom, Pieter Cornelis. ‘Aantekeningen over het beroepen van predikanten en schoolmeesters te Wormerveer: over den winter van 1740; het bezoek van keizer Alexander van Rusland te Zaandam, enz.’ Wormerveer, 1814. Bibliotheekcatalogus (13619), bibl. 00.745 (Honig 1181). GA Zaanstad. https://hdl.handle.net/21.12112/F1647C8AB5C5426DBD07A17ACAB09EEA."
1816_Amst_Beer;Volunteers;Yes;Yes;No;;Spaarndam;Beer, Zacheus J.G.  de;Korte kronijk door Zacheus J.G. De Beer, 1739-1816;Beer, J.G. de. “Kronyk van Spaarndam.” 1. Spaarndam, 1779. Archief Oudemannenhuis (3295), inventarisnummer 45. Noord Hollands Archief Haarlem. http://noord-hollandsarchief.nl/bronnen/archieven?mivast=236&mizig=210&miadt=236&miaet=1&micode=3295&minr=1061209&miview=inv2.
1817_Antw_Stra_01;DBNL;No;No;No;;Antwerpen;Straelen, Jan Baptist  van der, en Jan Frans  van der Straelen, ;De kronijk van Antwerpen;Straelen, Jan Frans van der, and Joannes-Baptista Van der Straelen. De kronijk van Antwerpen. Edited by A. van Berendoncks, J Rylant, and R.J. Leenaerts. Vol. 1. 8 vols. Antwerpen: Maatschappij “Voor God en 't Volk” [etc.], 1929. https://www.dbnl.org/tekst/stra131kron01_01/.
